App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
My Talking Tom,Outfit7 Limited,Casual,4.2,"196,333",Install,"March 24, 2021,109M,500,000,000+,6.4.1.996,5.0 and up,Users Interact, Digital Purchases,€0.50 - €99.99 per item,Google Commerce Ltd",5
Circuroid,Big Frost Games,Arcade,4.3,423,Install,"October 19, 2020,31M,1,000,000+,2.4.0,4.1 and up,Digital Purchases,€0.79 - €7.99 per item,Google Commerce Ltd",5
Heroes of Loot,OrangePixel,Role Playing,4.2,135,€3.59 Buy,"Eligible if bought after 7/2/2016.
,August 19, 2019,10M,10,000+,3.2.3,4.0 and up,Google Commerce Ltd",4
Tetrobot and Co.,Swing Swing Submarine,Puzzle,4.8,36,€2.99 Buy,"Eligible if bought after 7/2/2016.
,April 20, 2015,18M,5,000+,1.1.2,2.3 and up,Google Commerce Ltd",5
Toy Defense - TD Strategy,Melsoft Games Ltd,Strategy,4.0,"2,407",Install,"July 17, 2020,112M,1,000,000+,1.29,5.0 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",4
Color Zen,Secret Potion,Puzzle,4.1,849,Install,"January 16, 2019,43M,1,000,000+,1.8,4.4 and up,Digital Purchases,€0.74 - €2.98 per item,Google Commerce Ltd",5
Slydris,Radiangames,Puzzle,4.6,37,€1.99 Buy,"Eligible if bought after 7/2/2016.
,July 29, 2014,37M,5,000+,1.08,2.3 and up,Google Commerce Ltd",5
Beasts Evolved: Skirmish,NTFusion Game,Adventure,4.2,166,Install,"March 24, 2021,94M,500,000+,1.22,2.3 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",4
The Tribez: Build a Village,Game Insight,Simulation,4.3,"209,716",Install,"April 15, 2021,130M,10,000,000+,14.4.1,5.0 and up,In-Game Purchases,€0.99 - €149.99 per item,Google Commerce Ltd",4
Lily’s Garden,Tactile Games,Puzzle,4.6,"61,140",Install,"April 21, 2021,160M,10,000,000+,1.99.0,5.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Mystery Manor: hidden objects,Game Insight,Adventure,4.4,"20,398",Install,"April 2, 2021,150M,10,000,000+,4.110.1,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
My Talking Angela,Outfit7 Limited,Casual,3.8,"140,657",Install,"March 17, 2021,114M,500,000,000+,5.1.1.981,5.0 and up,Users Interact, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Fit and Squeeze,Zynga,Puzzle,1.7,68,Install,"April 16, 2021,105M,1,000,000+,9.0.0,4.4 and up,In-Game Purchases,Google Commerce Ltd",4
Clockmaker: Match 3 Games! Three in Row Puzzles,BELKA GAMES,Puzzle,4.2,"15,515",Install,"April 19, 2021,Varies with device,10,000,000+,53.5.0,4.4 and up,Digital Purchases,€0.99 - €214.99 per item,Google Commerce Ltd",4
Best Fiends - Free Puzzle Game,Seriously Digital Entertainment Ltd.,Casual,4.5,"189,810",Install,"April 16, 2021,Varies with device,50,000,000+,9.2.5,Varies with device,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
RubberBand Cutting - ASMR,Crazy Labs by TabTale,Simulation,3.0,200,Install,"April 8, 2021,104M,10,000,000+,1.3.3,4.4 and up,In-Game Purchases,Google Commerce Ltd",4
The Wizard of Oz Magic Match 3 Puzzles & Games,Zynga,Puzzle,4.0,"17,372",Install,"April 20, 2021,Varies with device,5,000,000+,1.0.4925,5.0 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
Airport City,Game Insight,Simulation,3.9,"63,754",Install,"April 20, 2021,152M,10,000,000+,8.13.28,4.4 and up,In-Game Purchases,€0.99 - €119.99 per item,Google Commerce Ltd",4
Tangle Master 3D,Zynga,Puzzle,2.8,"5,690",Install,"April 20, 2021,67M,50,000,000+,27.4.0,4.4 and up,In-Game Purchases,€2.99 per item,Google Commerce Ltd",4
Blob Runner 3D,Zynga,Action,3.8,"2,959",Install,"April 21, 2021,111M,10,000,000+,2.2,5.0 and up,€3.49 per item,Google Commerce Ltd",4
Toy Defense Fantasy — Tower Defense Game,Melsoft Games Ltd,Strategy,4.2,"9,392",Install,"March 22, 2021,255M,5,000,000+,2.19.0,5.0 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Tactical War: Tower Defense Game,Binary Punch,Strategy,4.1,"1,773",Install,"February 14, 2021,24M,5,000,000+,2.4.6,4.1 and up,Digital Purchases,€0.99 - €5.99 per item,Google Commerce Ltd",5
Trade Island Beta,Game Insight Classics,Simulation,4.5,569,Install,"April 19, 2021,152M,100,000+,14.3.2,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Fieldrunners Attack!,"Subatomic Studios, LLC",Strategy,4.2,553,Install,"April 25, 2018,86M,500,000+,1.0.15.5,5.0 and up,Users Interact, Digital Purchases,€4.99 - €99.99 per item,Google Commerce Ltd",5
Valor Legends: Eternity,YG Games,Role Playing,,,Install,"April 10, 2021,Varies with device,50,000+,Varies with device,Varies with device,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Homicide Squad: New York Cases,G5 Entertainment,Adventure,4.2,"5,143",Install,"April 15, 2021,144M,1,000,000+,2.34.4303,4.3 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Seekers Notes: Hidden Mystery,MYTONA,Adventure,4.1,"31,098",Install,"April 21, 2021,364M,10,000,000+,2.10.0,4.4 and up,Users Interact, In-Game Purchases,€0.50 - €109.99 per item,Google Commerce Ltd",5
Idle Souls - Immortal Heroes in Exile,ruloi studios,Role Playing,3.0,5,Install,"January 29, 2021,38M,1,000+,1.1.03,4.4 and up,€0.99 - €109.99 per item,Google Commerce Ltd",5
Fit'em All,Good Job Games,Puzzle,4.1,905,Install,"December 25, 2020,Varies with device,10,000,000+,2.01,5.0 and up,Google Commerce Ltd",5
Best Fiends Stars - Free Puzzle Game,Seriously Digital Entertainment Ltd.,Casual,4.4,"10,723",Install,"April 19, 2021,149M,1,000,000+,2.9.1,Varies with device,Digital Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",5
Jewel Hunter - Free Match 3 Games,Jewel Hunter Games,Casual,4.7,"4,305",Install,"April 22, 2021,62M,1,000,000+,3.20.17,4.1 and up,Digital Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Story of Alcana: Match 3,YovoGames ltd,Puzzle,4.4,"1,067",Install,"April 21, 2021,Varies with device,500,000+,Varies with device,Varies with device,In-Game Purchases,€2.29 - €64.99 per item,Google Commerce Ltd",5
Lost Island: Adventure Quest & Magical Tile Match,Plarium Global Ltd,Casual,4.5,"31,643",Install,"March 29, 2021,161M,10,000,000+,1.1.979,4.4 and up,In-Game Purchases,€1.09 - €349.99 per item,Google Commerce Ltd",4
Air Venture - Idle Airport Tycoon ✈️,Jet Toast,Simulation,,,Install,"April 20, 2021,Varies with device,100,000+,Varies with device,Varies with device,€0.99 - €99.99 per item,Google Commerce Ltd",5
Season Match 3 Games 🔮 Bejeweled Majestic Quest,HeroCraft Ltd.,Puzzle,4.4,"1,815",Install,"April 2, 2021,72M,1,000,000+,1.13.10,4.4 and up,In-Game Purchases,€0.89 - €149.99 per item,Google Commerce Ltd",5
Gun Gang,Zynga,Action,3.4,"2,582",Install,"April 19, 2021,110M,10,000,000+,1.15.1,5.0 and up,In-Game Purchases,€1.99 - €6.99 per item,Google Commerce Ltd",5
Shortcut Run,VOODOO,Racing,3.8,"2,080",Install,"April 7, 2021,70M,50,000,000+,1.17,4.4 and up,In-Game Purchases,€4.19 per item,Google Commerce Ltd",5
Water Color Sort,Vnstart LLC,Puzzle,3.6,22,Install,"April 8, 2021,23M,5,000,000+,1.0.5,5.0 and up,In-Game Purchases,€0.99 - €10.99 per item,Google Commerce Ltd",5
Woodturning,VOODOO,Simulation,3.5,"10,166",Install,"March 22, 2021,71M,100,000,000+,1.9.4,4.4 and up,In-Game Purchases,€3.59 per item,Google Commerce Ltd",5
Rocket Punch!,Lion Studios,Puzzle,4.4,367,Install,"March 10, 2021,83M,10,000,000+,2.2.1,4.4 and up,€0.79 - €4.49 per item,Google Commerce Ltd",5
Water Sort Puzzle - Color Sorting Game,IEC Global Pty Ltd,Puzzle,3.6,"4,742",Install,"April 10, 2021,43M,50,000,000+,3.0.7,4.4 and up,€0.99 - €9.99 per item,Google Commerce Ltd",5
Repair Master 3D,Zynga,Simulation,3.6,"6,979",Install,"April 20, 2021,72M,10,000,000+,4.0.7,4.4 and up,In-Game Purchases,€2.99 per item,Google Commerce Ltd",5
Build Roads,Zynga,Simulation,4.1,"1,828",Install,"April 16, 2021,118M,10,000,000+,1.4.5,4.4 and up,€2.99 per item,Google Commerce Ltd",5
Train Station 2: Railroad Tycoon & Train Simulator,Pixel Federation Games,Strategy,4.4,"30,307",Install,"April 19, 2021,152M,10,000,000+,1.35.1,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Neon On!,Crazy Labs by TabTale,Puzzle,3.4,377,Install,"March 29, 2021,74M,5,000,000+,1.5.7,4.4 and up,In-Game Purchases,Google Commerce Ltd",5
EMERGENCY HQ - free rescue strategy game,Promotion Software GmbH,Strategy,4.4,"31,703",Install,"April 1, 2021,61M,10,000,000+,1.6.03,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Genies & Gems - Jewel & Gem Matching Adventure,"Jam City, Inc.",Puzzle,4.4,"27,304",Install,"March 23, 2021,126M,10,000,000+,62.77.105.03191912,4.1 and up,Digital Purchases,€0.69 - €83.69 per item,Google Commerce Ltd",5
Blend It 3D,SayGames,Casual,3.9,"3,496",Install,"March 23, 2021,56M,50,000,000+,1.3.11,4.4 and up,€3.29 per item,Google Commerce Ltd",5
Cookie Jam™ Match 3 Games | Connect 3 or More,"Jam City, Inc.",Puzzle,4.4,"33,439",Install,"March 29, 2021,143M,50,000,000+,11.30.122,4.4 and up,Digital Purchases,€0.69 - €219.99 per item,Google Commerce Ltd",5
DIY Makeup,Crazy Labs by TabTale,Simulation,3.1,497,Install,"April 22, 2021,62M,5,000,000+,1.1.1,4.4 and up,In-Game Purchases,Google Commerce Ltd",5
Tricky Track 3D,VOODOO,Arcade,3.3,203,Install,"April 16, 2021,87M,5,000,000+,1.5.1,5.0 and up,In-Game Purchases,€3.59 per item,Google Commerce Ltd",5
Phone Case DIY,Crazy Labs by TabTale,Simulation,3.6,"2,161",Install,"April 7, 2021,93M,50,000,000+,2.4.2,4.4 and up,In-Game Purchases,Google Commerce Ltd",5
Undersea Solitaire Tripeaks,Plarium Global Ltd,Card,4.6,"3,769",Install,"April 22, 2021,149M,1,000,000+,1.25.1,6.0 and up,€1.09 - €109.99 per item,Google Commerce Ltd",5
Paint the Cube,Popcore Games,Casual,3.1,418,Install,"April 14, 2021,73M,1,000,000+,0.33.1,5.1 and up,In-Game Purchases,€3.89 per item,Google Commerce Ltd",5
Criminal Case,Pretty Simple,Adventure,4.4,"72,511",Install,"December 3, 2020,Varies with device,100,000,000+,2.36.4,4.1 and up,Users Interact, Shares Info, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Legacy of Jewel Age: Empire puzzle,Weing Studio Inc,Puzzle,4.4,295,Install,"April 16, 2021,40M,100,000+,1.6.0,4.4 and up,In-Game Purchases,Google Commerce Ltd",5
Manor Matters,Playrix,Adventure,4.4,"13,530",Install,"March 18, 2021,145M,10,000,000+,2.3.0,4.2 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Blocks vs Blocks,MOONEE PUBLISHING LTD,Puzzle,3.8,"3,023",Install,"February 16, 2021,66M,5,000,000+,1.23,5.0 and up,In-Game Purchases,€2.89 per item,Google Commerce Ltd",5
Cradle of Empires - Match 3 Games. Egypt jewels,Awem Games Limited,Puzzle,4.3,"28,576",Install,"March 31, 2021,96M,5,000,000+,6.7.6,4.1 and up,Digital Purchases,€0.99 - €179.99 per item,Google Commerce Ltd",5
Cookie Cats Blast,Tactile Games,Puzzle,4.6,"2,216",Install,"February 22, 2021,103M,1,000,000+,1.28.6,4.4 and up,Digital Purchases,€1.09 - €134.99 per item,Google Commerce Ltd",5
Game of Summoner,Sphinx Entertainment..,Role Playing,4.1,318,Install,"September 25, 2017,43M,100,000+,2.4.5,2.3.3 and up,Digital Purchases,€5.49 - €104.99 per item,Google Commerce Ltd",5
Sir Questionnaire,OrangePixel,Role Playing,5.0,7,€5.99 Buy,"Eligible if bought after 7/2/2016.
,April 7, 2020,20M,1,000+,1.7.5,4.0 and up,Google Commerce Ltd",5
Levelhead - Infinitely challenging platformer,Butterscotch Shenanigans,Action,4.5,41,€6.99 Buy,"Eligible if bought after 7/2/2016.
,January 6, 2021,287M,10,000+,100.0.38,5.0 and up,Users Interact,Google Commerce Ltd",5
Space Grunts,OrangePixel,Strategy,3.9,160,€4.79 Buy,"Eligible if bought after 7/2/2016.
,June 14, 2019,13M,10,000+,1.7.3,4.0 and up,Google Commerce Ltd",5
Snake Core,OrangePixel,Arcade,,,€3.59 Buy,"Eligible if bought after 7/2/2016.
,May 6, 2020,24M,100+,1.6.0,4.0 and up,Google Commerce Ltd",5
Space Grunts 2,OrangePixel,Adventure,,,€4.79 Buy,"Eligible if bought after 7/2/2016.
,June 15, 2020,31M,500+,1.23.0,4.0 and up,Google Commerce Ltd",5
Heroes of Loot 2,OrangePixel,Role Playing,4.2,12,€4.79 Buy,"Eligible if bought after 7/2/2016.
,October 29, 2019,15M,1,000+,1.1.9,4.0 and up,Google Commerce Ltd",5
1v1.LOL - Third Person Shooter Building Simulator,JustPlay.LOL,Action,4.3,"7,300",Install,"April 10, 2021,50M,10,000,000+,2.400,4.4 and up,Users Interact,€0.99 - €48.99 per item,Google Commerce Ltd",3
Stickman Master: League Of Shadow - Ninja Fight,Unimob,Action,3.3,63,€0.59 Buy,"Eligible if bought after 7/2/2016.
,April 8, 2021,103M,1,000,000+,1.7.7,5.0 and up,In-Game Purchases,€0.89 - €94.99 per item,Google Commerce Ltd",2
American Block Sniper Survival,Aeria Canada,Action,4.1,"4,386",Install,"April 6, 2021,120M,10,000,000+,1.92,5.0 and up,€1.09 - €3.19 per item,Google Commerce Ltd",3
Motor World Car Factory,Oh BiBi,Racing,4.0,"4,238",Install,"August 19, 2020,59M,1,000,000+,1.9037,4.1 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
StrikeFortressBox,ChaloApps,Action,4.1,471,Install,"March 19, 2021,133M,10,000,000+,1.7.02,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",3
Shadow fighter 2: Shadow & ninja fighting games,TOH Games,Action,4.4,303,Install,"February 23, 2021,42M,10,000,000+,1.20.1,4.1 and up,€0.99 - €20.99 per item,Google Commerce Ltd",2
Stickman Ghost 2: Galaxy Wars - Shadow Action RPG,Unimob,Action,4.5,756,Install,"April 22, 2021,113M,5,000,000+,6.7,4.4 and up,In-Game Purchases,€0.89 - €27.99 per item,Google Commerce Ltd",2
Mechanic Escape,Playdigious,Arcade,4.2,5,€4.99 Buy,"Eligible if bought after 7/2/2016.
,December 21, 2015,93M,1,000+,1.5.2,4.0 and up,Google Commerce Ltd",5
SUP Multiplayer Racing,Oh BiBi,Racing,4.1,"10,308",Install,"March 10, 2021,Varies with device,10,000,000+,2.2.9,5.0 and up,Shares Info, Shares Location, Digital Purchases,€0.59 - €169.99 per item,Google Commerce Ltd",3
League of Stickman Free- Shadow legends(Dreamsky),DreamSky,Action,4.2,"2,894",Install,"April 19, 2021,47M,10,000,000+,6.1.4,4.1 and up,In-Game Purchases,€0.99 - €108.35 per item,Google Commerce Ltd",2
Empire Warriors Premium: Tower Defense Games,ZITGA,Strategy,3.8,"2,095",€0.99 Buy,"Eligible if bought after 7/2/2016.
,April 9, 2021,111M,1,000,000+,2.4.12,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",2
Stickman Ghost: Ninja Warrior Action Offline Game,Unimob,Action,3.7,192,€0.59 Buy,"Eligible if bought after 7/2/2016.
,August 29, 2019,44M,500,000+,1.9,4.1 and up,In-Game Purchases,€0.89 - €48.99 per item,Google Commerce Ltd",2
Stickman Legends: Shadow Of War Fighting Games DB,ZITGA,Action,4.2,"3,857",Install,"March 31, 2021,113M,10,000,000+,2.4.82,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",2
Legend Guardians: Epic Heroes Fighting Action RPG,Unimob,Action,4.1,51,€0.59 Buy,"Eligible if bought after 7/2/2016.
,November 11, 2019,81M,100,000+,1.1.1,4.1 and up,In-Game Purchases,€0.89 - €104.99 per item,Google Commerce Ltd",2
Stickman Ninja Legends Shadow Fighter Revenger War,DreamSky,Action,3.8,18,Install,"April 9, 2019,83M,500,000+,1.1.3,4.0.3 and up,Digital Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",2
Mad GunZ - pixel shooter & Battle royale,Full HP: Best Shooters & Action Games,Action,4.1,"5,493",Install,"April 13, 2021,Varies with device,10,000,000+,2.2.5,4.4 and up,Users Interact, Digital Purchases,€0.59 - €99.99 per item,Google Commerce Ltd",4
DRAGON BALL LEGENDS,BANDAI NAMCO Entertainment Inc.,Action,4.2,"52,881",Install,"April 12, 2021,96M,10,000,000+,3.1.0,6.0 and up,Digital Purchases,€1.09 - €89.99 per item,Google Commerce Ltd",3
Shadow of Death: Dark Knight - Stickman Fighting,Bravestars Games,Action,4.5,"3,151",€0.89 Buy,"Eligible if bought after 7/2/2016.
,April 16, 2021,176M,10,000,000+,1.100.2.0,5.0 and up,Digital Purchases,€0.86 - €99.99 per item,Google Commerce Ltd",2
Cops Vs Robbers: Jailbreak,Aeria Canada,Action,4.0,"3,382",Install,"April 22, 2021,109M,10,000,000+,1.103,5.0 and up,In-Game Purchases,€1.09 - €3.29 per item,Google Commerce Ltd",4
"Idle Car Factory PREMIUM: No Ads, Tycoon Games",LudosLabs: Idle Factory Game Sweet Car Tycoon,Simulation,3.9,9,€1.49 Buy,"Eligible if bought after 7/2/2016.
,April 3, 2020,34M,100+,12.6.2,5.0 and up,In-Game Purchases,€0.99 - €38.99 per item,Google Commerce Ltd",4
Idle Mechanics Manager – Car Factory Tycoon Game,CASUAL AZUR GAMES,Simulation,4.0,"1,083",Install,"December 3, 2020,66M,1,000,000+,1.34,5.1 and up,In-Game Purchases,€2.89 - €15.99 per item,Google Commerce Ltd",4
Tiny Auto Shop - Car Wash and Garage Game,Tapps Games,Casual,4.0,"3,318",Install,"March 8, 2021,49M,5,000,000+,1.4.9,4.1 and up,Digital Purchases,€1.49 - €13.49 per item,Google Commerce Ltd",4
Crash of Cars,Not Doppler,Racing,4.0,"5,707",Install,"March 21, 2021,60M,10,000,000+,1.5.00,4.4 and up,In-Game Purchases,€0.99 - €21.99 per item,Google Commerce Ltd",4
Real Racing  3,ELECTRONIC ARTS,Racing,4.2,"141,745",Install,"March 15, 2021,46M,100,000,000+,9.3.0,4.1 and up,Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Tower Defense: Magic Quest,stereo7 games,Strategy,4.0,927,Install,"January 27, 2021,63M,500,000+,2.0.275,4.1 and up,Digital Purchases,€0.50 - €89.99 per item,Google Commerce Ltd",3
Empire Warriors: Tower Defense TD Strategy Games,ZITGA,Strategy,4.2,"1,620",Install,"April 9, 2021,111M,5,000,000+,2.4.12,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",3
Cyber Fighters: League of Cyberpunk Stickman 2077,ZITGA,Action,3.2,18,€1.09 Buy,"Eligible if bought after 7/2/2016.
,April 9, 2021,127M,100,000+,1.11.42,5.0 and up,In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",2
Cyber Fighters: Stickman Cyberpunk 2077 Action RPG,ZITGA,Action,4.0,42,Install,"April 9, 2021,127M,1,000,000+,1.11.45,5.0 and up,In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",3
Defender Heroes Premium: Castle Defense - Epic TD,FF_Studio,Strategy,3.8,121,€0.59 Buy,"Eligible if bought after 7/2/2016.
,July 22, 2019,55M,100,000+,4.0,4.1 and up,In-Game Purchases,€0.99 - €9.99 per item,Google Commerce Ltd",3
League of Stickman - Best action game(Dreamsky),DreamSky,Action,3.5,"2,533",€0.59 Buy,"December 30, 2020,44M,5,000,000+,5.9.9,4.0.3 and up,In-Game Purchases,€0.99 - €108.29 per item,Google Commerce Ltd",3
League of Stickman 2020- Ninja Arena PVP(Dreamsky),DreamSky,Action,3.0,699,€0.59 Buy,"December 30, 2020,44M,5,000,000+,5.9.7,4.0.3 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",3
Soul Warrior: Sword and Magic - RPG Adventure,UbiMob,Action,3.6,43, Install,"Eligible if bought after 7/2/2016.
,April 11, 2019,Varies with device,50,000+,2.4,4.1 and up,In-Game Purchases,€0.99 - €18.99 per item,Google Commerce Ltd",3
Hide and Seek,Blockman GO Studio,Arcade,3.9,427,Install,"March 22, 2021,91M,5,000,000+,2.1.0,4.1 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
League of Stickman 2-Sword Demon,DreamSky,Action,2.7,22,€0.59 Buy,"Eligible if bought after 7/2/2016.
,September 22, 2020,49M,100,000+,1.1.8,4.0.3 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
Car Mechanic,BoomBit Games,Simulation,4.3,"2,803",Install,"April 20, 2021,97M,10,000,000+,1.1.3,5.0 and up,In-Game Purchases,€0.99 - €2.39 per item,Google Commerce Ltd",4
Yu-Gi-Oh! Duel Links,KONAMI,Card,4.3,"72,592",Install,"April 22, 2021,79M,50,000,000+,5.6.0,5.0 and up,Users Interact, Shares Info, Digital Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",4
Rope Travel - Endless Adventure,LudosLabs: Idle Factory Game Sweet Car Tycoon,Casual,,,Install,"February 8, 2021,22M,1,000+,0.3,4.4 and up,€0.79 - €2.59 per item,Google Commerce Ltd",5
Jump And Run,LudosLabs: Idle Factory Game Sweet Car Tycoon,Casual,,,Install,"February 16, 2021,19M,50+,0.1,4.4 and up,Google Commerce Ltd",5
